Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
Whoa Whoa Whoa Treeger,Joey,6,negative,1831,3,895,3,8,3,"0:07:50,553","0:07:52,985"
Whoa Whoa Whoa Treeger,Joey,6,negative,1832,1,895,3,8,3,"0:07:50,553","0:07:52,985"
You said gas leak,Mr. Treeger,4,neutral,1832,2,895,4,8,3,"0:07:52,985","0:07:54,437"
Because time I find thing whole place might exploded,Mr. Treeger,4,neutral,1832,3,895,6,8,3,"0:07:55,981","0:07:59,528"
If happens another building I manage people gon na start asking questions,Mr. Treeger,4,neutral,1832,4,895,7,8,3,"00:07:59,729","00:08:03,523"
You said gas leak,Mr. Treeger,4,neutral,1833,0,895,4,8,3,"0:07:52,985","0:07:54,437"
Well Åf use key,Phoebe,4,neutral,1833,1,895,5,8,3,"0:07:54,599","0:07:55,981"
Because time I find thing whole place might exploded,Mr. Treeger,4,neutral,1833,2,895,6,8,3,"0:07:55,981","0:07:59,528"
If happens another building I manage people gon na start asking questions,Mr. Treeger,4,neutral,1833,3,895,7,8,3,"00:07:59,729","00:08:03,523"
Oh We could done,Phoebe,4,neutral,1833,6,895,10,8,3,"00:08:08,196","00:08:11,031"
Luckily guy settled Åf hear Åf talking,Chandler,4,neutral,1834,0,896,0,8,16,"00:03:48,561","00:03:53,148"
Oh I Åf sorry,Phoebe,5,negative,1834,1,896,1,8,16,"0:03:53,566","0:03:54,738"
Um maybe I Åf wrong,Phoebe,5,negative,1834,2,896,2,8,16,"0:03:54,738","0:03:56,213"
I Åf know I Åf gon na go I Åf find,Phoebe,4,neutral,1834,3,896,3,8,16,"00:03:56,402","00:03:59,321"
You believe guy destined someone else Åf still gon na date,Chandler,6,negative,1834,4,896,4,8,16,"00:03:59,530","00:04:02,291"
Well may soul mate girl Åf got ta eat,Phoebe,4,neutral,1834,5,896,5,8,16,"00:04:02,700","00:04:05,953"
Oh Åf made happy,Monica,0,negative,1835,0,897,0,4,2,"00:11:21,055","00:11:25,058"
Little girl misses cat,Ross,4,neutral,1835,1,897,1,4,2,"00:11:25,726","00:11:28,103"
Crazy lady thinks mother cat,Ross,5,negative,1835,2,897,2,4,2,"00:11:28,270","00:11:32,190"
Okay y'know I go dinner son I trust see Phoebe tell,Ross,4,neutral,1835,3,897,3,4,2,"00:11:35,695","00:11:38,613"
Little girl misses cat,Ross,4,neutral,1836,0,897,1,4,2,"00:11:25,726","00:11:28,103"
Crazy lady thinks mother cat,Ross,5,negative,1836,1,897,2,4,2,"00:11:28,270","00:11:32,190"
Okay y'know I go dinner son I trust see Phoebe tell,Ross,4,neutral,1836,2,897,3,4,2,"00:11:35,695","00:11:38,613"
Little girl misses cat,Ross,4,neutral,1837,0,897,1,4,2,"00:11:25,726","00:11:28,103"
Crazy lady thinks mother cat,Ross,5,negative,1837,1,897,2,4,2,"00:11:28,270","00:11:32,190"
Okay y'know I go dinner son I trust see Phoebe tell,Ross,4,neutral,1837,2,897,3,4,2,"00:11:35,695","00:11:38,613"
He right Åf,Monica,3,positive,1838,1,897,7,4,2,"00:11:46,622","00:11:48,832"
He right Åf,Monica,3,positive,1839,0,897,7,4,2,"00:11:46,622","00:11:48,832"
Y'know I think might one times Åf wrong,Chandler,4,neutral,1839,1,897,8,4,2,"00:11:46,622","00:11:50,875"
Y'know I think might one times Åf wrong,Chandler,4,neutral,1840,0,897,8,4,2,"00:11:46,622","00:11:50,875"
Oh-no Åf right,Chandler,4,neutral,1840,2,897,10,4,2,"0:11:51,711","0:11:53,279"
Seven hundred bucks,Joey,3,positive,1841,0,898,0,1,24,"00:18:18,847","00:18:22,141"
Alright Do fruit,Chandler,3,positive,1841,1,898,1,1,24,"00:18:22,351","00:18:23,726"
Man hell two weeks huh Y'know though I really feel like I learned something,Joey,3,positive,1841,2,898,2,1,24,"00:18:26,855","00:18:32,026"
Really So 're gon na stick 'it 's thing,Chandler,4,neutral,1841,3,898,3,1,24,"00:18:32,236","00:18:34,862"
What crazy When blind man gets sight back walk around like,Joey,1,negative,1841,4,898,4,1,24,"00:18:35,072","00:18:41,452"
Y'know delicacy India,Monica,4,neutral,1842,1,899,1,4,21,"00:06:39,892","00:06:42,359"
Although city home,Phoebe,4,neutral,1843,1,900,1,3,15,"0:03:50,313","0:03:51,960"
So Åf dumb I said Åf tell I said,Phoebe,4,neutral,1843,2,900,2,3,15,"00:03:52,065","00:03:55,317"
Umm make something,Phoebe,4,neutral,1843,3,900,3,3,15,"00:03:55,485","00:03:57,903"
Your eyes pretty,Mischa,3,positive,1843,7,900,7,3,15,"00:04:22,512","00:04:25,138"
Thank much Oh Thank,Phoebe,3,positive,1843,8,900,8,3,15,"00:04:26,057","00:04:28,350"
He would like kiss,Mischa,4,neutral,1843,9,900,9,3,15,"00:04:39,195","00:04:40,862"
Okay y'know Åf,Phoebe,4,neutral,1843,10,900,10,3,15,"00:04:44,659","00:04:46,702"
Well moment Åf,Phoebe,4,neutral,1843,13,900,13,3,15,"00:04:53,668","00:04:56,378"
Hey Hold minute hold second Do think pearls nice,Chandler,0,negative,1844,0,901,0,3,8,"00:06:36,145","00:06:42,401"
I Åf really prefer mountain bike,Joey,4,neutral,1844,1,901,1,3,8,"00:06:42,693","00:06:44,444"
Janice Åf birthday coming I want get something speacial Come,Chandler,4,neutral,1844,2,901,2,3,8,"00:06:45,905","00:06:53,203"
Whoa whoa whoa wait whoa,Joey,6,negative,1844,3,901,3,3,8,"00:06:50,410","00:06:53,203"
Do ah want get something speacial get flowers get candy get gum girls love gum,Joey,0,negative,1844,4,901,4,3,8,"00:06:57,834","00:07:00,585"
That Åf good idea Åe Dear Janice Hubba-Bubba birthday Åf I would like get something serious,Chandler,1,negative,1844,5,901,5,3,8,"00:07:01,295","00:07:08,343"
Oh want something serious,Joey,4,neutral,1844,6,901,6,3,8,"00:07:08,511","00:07:11,096"
Y'know get one um barium enemas,Joey,4,neutral,1844,7,901,7,3,8,"00:07:11,264","00:07:16,226"
Those dead serious,Joey,4,neutral,1844,8,901,8,3,8,"00:07:18,438","00:07:20,272"
All right Look I Åf gon na go Åf buy anything ever,Chandler,0,negative,1844,9,901,9,3,8,"00:07:20,440","00:07:25,110"
No Åf Åf okay Åf Åf buy pearls Åf Åf Åf,Joey,2,negative,1844,10,901,10,3,8,"00:07:25,278","00:07:32,451"
Oh God Uh okay Åf thing thing okay thing,Joey,4,neutral,1844,12,901,12,3,8,"00:07:33,995","00:07:41,668"
Okay I went Åe Mattress King Åf showroom I saw Janice kissing ex-husband,Joey,5,negative,1844,14,901,14,3,8,"00:07:44,714","00:07:51,011"
Well Åf Åf Åf,Chandler,5,negative,1844,17,901,17,3,8,"00:07:59,270","00:08:02,314"
I Åf telling Åf like watching Bambi learn walk,Rachel,0,negative,1845,0,902,0,7,14,"00:13:57,253","00:14:01,172"
You Åf drunk Mom dad gon na maaaaadd Maybe I Åf little drunk,Ross,6,positive,1845,1,902,1,7,14,"00:14:02,758","00:14:12,183"
You Åf drunk Mom dad gon na maaaaadd Maybe I Åf little drunk,Ross,6,positive,1846,0,902,1,7,14,"00:14:02,758","00:14:12,183"
Hey Are crab cakes Did I tell ya come straight crab cakes ready,Joey,3,positive,1846,1,902,2,7,14,"00:14:13,936","00:14:20,149"
Hey Are crab cakes Did I tell ya come straight crab cakes ready,Joey,3,positive,1847,0,902,2,7,14,"00:14:13,936","00:14:20,149"
Now get little bit okay,Chandler,4,neutral,1847,2,902,6,7,14,"00:14:40,004","00:14:43,298"
Then put bed okay,Chandler,4,neutral,1847,3,902,7,7,14,"0:14:43,465","0:14:45,467"
Just smile Åf talk,Chandler,4,neutral,1847,4,902,8,7,14,"0:14:45,467","0:14:49,610"
Now get little bit okay,Chandler,4,neutral,1848,2,902,6,7,14,"00:14:40,004","00:14:43,298"
Then put bed okay,Chandler,4,neutral,1848,3,902,7,7,14,"0:14:43,465","0:14:45,467"
Just smile Åf talk,Chandler,4,neutral,1848,4,902,8,7,14,"0:14:45,467","0:14:49,610"
I really wish Åf,Ross,0,negative,1849,1,902,5,7,14,"00:14:35,457","00:14:38,293"
I really wish Åf,Ross,0,negative,1850,0,902,5,7,14,"00:14:35,457","00:14:38,293"
Now get little bit okay,Chandler,4,neutral,1850,1,902,6,7,14,"00:14:40,004","00:14:43,298"
Then put bed okay,Chandler,4,neutral,1850,2,902,7,7,14,"0:14:43,465","0:14:45,467"
Just smile Åf talk,Chandler,4,neutral,1850,3,902,8,7,14,"0:14:45,467","0:14:49,610"
Now get little bit okay,Chandler,4,neutral,1851,0,902,6,7,14,"00:14:40,004","00:14:43,298"
Then put bed okay,Chandler,4,neutral,1851,1,902,7,7,14,"0:14:43,465","0:14:45,467"
Just smile Åf talk,Chandler,4,neutral,1851,2,902,8,7,14,"0:14:45,467","0:14:49,610"
Speech Speech Let Åf hear birthday girl Huh,Phoebe,3,positive,1851,3,902,9,7,14,"00:14:49,722","00:14:53,516"
Don Åf see Everyone Åf looking The plan Åf working I Åf even take top yet,Phoebe,3,positive,1851,5,902,11,7,14,"00:14:55,811","00:15:03,651"
Don Åf see Everyone Åf looking The plan Åf working I Åf even take top yet,Phoebe,3,positive,1852,0,902,11,7,14,"00:14:55,811","00:15:03,651"
Speech Come Monica,Mrs. Geller,3,positive,1852,1,902,12,7,14,"0:15:04,194","0:15:05,416"
Speech Come Monica,Mrs. Geller,3,positive,1853,0,902,12,7,14,"0:15:04,194","0:15:05,416"
Hey Chandler Åf keep hands one second,Mr. Geller,0,negative,1855,1,902,15,7,14,"00:15:09,700","00:15:12,994"
Hey Chandler Åf keep hands one second,Mr. Geller,0,negative,1856,0,902,15,7,14,"00:15:09,700","00:15:12,994"
Oh-ho I think Åf nice,Mrs. Geller,3,positive,1856,1,902,16,7,14,"00:15:13,162","00:15:14,829"
Well maybe Åf stupid,Rachel,4,neutral,1857,0,903,0,7,17,"00:15:46,403","00:15:49,989"
Well Åf Monica I dancing wasÅcthe first time I knew thatÅcyou woman I wanted dance dances,Chandler,3,positive,1857,1,903,1,7,17,"00:15:51,617","00:16:04,337"
Well Åf Monica I dancing wasÅcthe first time I knew thatÅcyou woman I wanted dance dances,Chandler,3,positive,1858,0,903,1,7,17,"00:15:51,617","00:16:04,337"
The super Åf figure,Monica,4,neutral,1859,1,904,1,4,15,"0:21:20,585","0:21:23,003"
A $ 200 hour electrician Åf figure,Monica,5,negative,1859,2,904,2,4,15,"00:21:23,115","00:21:27,159"
I Åf seven pretty serious shocks,Monica,5,negative,1859,3,904,3,4,15,"00:21:27,327","00:21:30,538"
I officially give,Monica,1,negative,1859,4,904,4,4,15,"0:21:31,373","0:21:32,395"
I guess Joey right nothing,Monica,3,positive,1859,6,904,6,4,15,"00:21:35,377","00:21:39,839"
The super Åf figure,Monica,4,neutral,1860,1,904,1,4,15,"0:21:20,585","0:21:23,003"
A $ 200 hour electrician Åf figure,Monica,5,negative,1860,2,904,2,4,15,"00:21:23,115","00:21:27,159"
I Åf seven pretty serious shocks,Monica,5,negative,1860,3,904,3,4,15,"00:21:27,327","00:21:30,538"
I officially give,Monica,1,negative,1860,4,904,4,4,15,"0:21:31,373","0:21:32,395"
I guess Joey right nothing,Monica,3,positive,1860,5,904,6,4,15,"00:21:35,377","00:21:39,839"
See I Åf I totally I lost,Phoebe,0,negative,1860,6,904,7,4,15,"00:21:44,761","00:22:02,737"
Are conscious men city two,Chandler,5,negative,1861,0,905,0,1,11,"00:02:36,823","00:02:39,783"
He n't anyone,Monica,4,neutral,1861,1,905,1,1,11,"0:02:40,618","0:02:42,037"
He n't anyone,Monica,4,neutral,1862,0,905,1,1,11,"0:02:40,618","0:02:42,037"
Yeah we-we feel kinda responsible,Phoebe,0,negative,1862,1,905,2,1,11,"0:02:42,037","0:02:44,274"
Yeah we-we feel kinda responsible,Phoebe,0,negative,1863,0,905,2,1,11,"0:02:42,037","0:02:44,274"
I ca n't believe said woowoo I n't even say woowoo,Joey,1,negative,1863,1,905,3,1,11,"00:02:44,956","00:02:49,585"
I ca n't believe said woowoo I n't even say woowoo,Joey,1,negative,1864,0,905,3,1,11,"00:02:44,956","00:02:49,585"
Oh 's coming She 's coming,Rachel,3,positive,1864,1,905,4,1,11,"00:02:49,752","00:02:51,461"
No way forget,Rachel,3,positive,1864,2,905,8,1,11,"0:03:02,640","0:03:05,602"
C'mon 's mom,Joey,0,negative,1864,3,905,9,1,11,"0:03:05,602","0:03:05,744"
Chandler I got ta tell I love mom 's books,Rachel,3,positive,1864,4,905,11,1,11,"00:03:12,108","00:03:16,153"
I love books,Rachel,3,positive,1864,5,905,12,1,11,"00:03:13,735","00:03:16,153"
I get plane without one,Rachel,3,positive,1864,6,905,13,1,11,"0:03:16,321","0:03:18,053"
I mean cool,Rachel,3,positive,1864,7,905,14,1,11,"0:03:18,053","0:03:19,202"
Oh 's coming She 's coming,Rachel,3,positive,1865,0,905,4,1,11,"00:02:49,752","00:02:51,461"
Folks come back 'll talking new book 'Euphoria Unbound : always interesting Nora Tyler Bing,Jay Leno,4,neutral,1865,1,905,5,1,11,"00:02:51,629","00:02:58,677"
You might wan na put kids bed one,Jay Leno,4,neutral,1865,2,905,6,1,11,"00:02:55,049","00:02:58,677"
Chandler I got ta tell I love mom 's books,Rachel,3,positive,1865,3,905,11,1,11,"00:03:12,108","00:03:16,153"
I love books,Rachel,3,positive,1865,4,905,12,1,11,"00:03:13,735","00:03:16,153"
I get plane without one,Rachel,3,positive,1865,5,905,13,1,11,"0:03:16,321","0:03:18,053"
I mean cool,Rachel,3,positive,1865,6,905,14,1,11,"0:03:18,053","0:03:19,202"
Folks come back 'll talking new book 'Euphoria Unbound : always interesting Nora Tyler Bing,Jay Leno,4,neutral,1866,0,905,5,1,11,"00:02:51,629","00:02:58,677"
You might wan na put kids bed one,Jay Leno,4,neutral,1866,1,905,6,1,11,"00:02:55,049","00:02:58,677"
Y'know n't watch,Chandler,4,neutral,1866,2,905,7,1,11,"00:02:58,845","00:03:02,472"
Y'know n't watch,Chandler,4,neutral,1867,0,905,7,1,11,"00:02:58,845","00:03:02,472"
No way forget,Rachel,3,positive,1867,1,905,8,1,11,"0:03:02,640","0:03:05,602"
Chandler I got ta tell I love mom 's books,Rachel,3,positive,1867,3,905,11,1,11,"00:03:12,108","00:03:16,153"
I love books,Rachel,3,positive,1867,4,905,12,1,11,"00:03:13,735","00:03:16,153"
I get plane without one,Rachel,3,positive,1867,5,905,13,1,11,"0:03:16,321","0:03:18,053"
I mean cool,Rachel,3,positive,1867,6,905,14,1,11,"0:03:18,053","0:03:19,202"
Yeah well would n't think cool 're eleven years old friends passing around page 79 'Mistress Bitch,Chandler,1,negative,1867,7,905,15,1,11,"00:03:21,451","00:03:25,704"
C'mon 's mom,Joey,0,negative,1868,0,905,9,1,11,"0:03:05,602","0:03:05,744"
Yeah well would n't think cool 're eleven years old friends passing around page 79 'Mistress Bitch,Chandler,1,negative,1869,0,905,15,1,11,"00:03:21,451","00:03:25,704"
C'mon Chandler I love mom I think 's blast,Ross,3,positive,1869,1,905,16,1,11,"00:03:26,581","00:03:28,874"
And nice hot cider Monica,Rachel,4,neutral,1870,1,906,1,1,15,"00:00:08,925","00:00:11,677"
And nice hot cider Monica,Rachel,4,neutral,1871,0,906,1,1,15,"00:00:08,925","00:00:11,677"
Aww thank Uh Rach,Monica,4,neutral,1871,1,906,2,1,15,"00:00:11,845","00:00:13,679"
Why cinamon stick eraser,Monica,6,negative,1871,3,906,4,1,15,"00:00:15,348","00:00:17,975"
Oh That 's I 'm sorry,Rachel,6,positive,1871,4,906,5,1,15,"00:00:19,269","00:00:23,814"
Oh Oh Ma'am Excuse ma'am,Phoebe,4,neutral,1872,0,907,0,5,16,"00:06:33,726","00:06:39,940"
You ca n't put cigarette tree,Phoebe,0,negative,1872,1,907,1,5,16,"00:06:35,603","00:06:39,940"
Yeah I worked real well,The Smoking Woman,4,neutral,1872,2,907,2,5,16,"00:06:40,108","00:06:41,817"
No n't Do n't ever,Phoebe,0,negative,1872,3,907,3,5,16,"00:06:42,652","00:06:45,737"
I wo n't Until I next cigarette,The Smoking Woman,0,negative,1872,4,907,4,5,16,"00:06:45,947","00:06:48,865"
Hold N.Y.P.D Freeze punk,Phoebe,0,negative,1872,5,907,5,5,16,"00:06:49,117","00:06:52,494"
Yeah 's right busted Book 'em,Phoebe,0,negative,1872,7,907,7,5,16,"00:06:54,288","00:06:59,334"
Save Red Unless wan na spend night slammer apologize tree,Phoebe,1,negative,1872,9,907,9,5,16,"00:07:04,465","00:07:08,385"
You apologize tree right I calling backup Backup Backup,Phoebe,0,negative,1872,11,907,11,5,16,"00:07:12,014","00:07:15,642"
I-I 'm sorry Sorry,The Smoking Woman,2,negative,1872,12,907,12,5,16,"00:07:19,480","00:07:21,189"
Okay cancel backup Cancel backup,Phoebe,4,neutral,1872,13,907,13,5,16,"00:07:21,399","00:07:24,526"
What Is comet,Ross,4,neutral,1875,3,908,5,7,12,"0:02:34,925","0:02:35,632"
No No-no Look Åf bug stuck tar right,Joey,6,positive,1875,4,908,6,7,12,"00:02:36,156","00:02:39,867"
Joey come I Åf believe I bring see Bapstein-King comet one nature Åf spectacular phenomenon care bugs stuck tar and-and woman,Ross,0,negative,1875,5,908,7,7,12,"00:02:41,077","00:02:52,379"
Y Åf know Åf,Joey,4,neutral,1875,6,908,8,7,12,"00:02:55,258","00:02:57,926"
Joey Åf pipe holding door open,Ross,4,neutral,1875,9,908,11,7,12,"00:03:09,772","00:03:12,983"
I Åf know Yeah I,Joey,3,positive,1875,10,908,12,7,12,"00:03:13,193","00:03:24,661"
What All right Hey Don Åf look You Åf one wanted come look stupid,Joey,0,negative,1875,12,908,14,7,12,"00:03:27,457","00:03:34,463"
It Åf called Bapstein-King comet okay Hey Hey Bapstein well respected astronomer,Ross,0,negative,1875,13,908,15,7,12,"00:03:35,548","00:03:42,304"
Oh No No,Joey,6,negative,1875,14,908,16,7,12,"00:03:42,680","00:03:44,139"
Wow This place incredible Sting Åf penÅcthat gave Phoebe Come Secret passageway,Phoebe,3,positive,1876,0,909,0,8,10,"00:15:11,827","00:15:22,629"
I Åf Trudie,Trudie Styler,4,neutral,1876,3,909,3,8,10,"0:15:35,809","0:15:36,571"
You must Ben Åf mum,Trudie Styler,4,neutral,1876,5,909,5,8,10,"0:15:37,043","0:15:38,727"
Why else would I,Phoebe,4,neutral,1876,6,909,6,8,10,"00:15:38,812","00:15:41,230"
Hi .. game,Monica,4,neutral,1878,0,910,0,1,3,"00:10:57,198","00:10:58,365"
He like that-that-that Bugs Bunny cartoon Bugs playing positions right instead Bugs first base-Alan second base-Alan third base,Ross,3,positive,1878,3,910,6,1,3,"00:11:11,212","00:11:18,426"
Can I ask guys question D'you ever think Alan maybe .. sometimes,Monica,4,neutral,1878,4,910,9,1,3,"00:11:31,857","00:11:36,111"
I dunno little Alan,Monica,4,neutral,1878,6,910,11,1,3,"0:11:39,882","0:11:40,332"
WE WON Thank Yes,All,3,positive,1879,1,910,2,1,3,"00:11:01,327","00:11:03,870"
He like that-that-that Bugs Bunny cartoon Bugs playing positions right instead Bugs first base-Alan second base-Alan third base,Ross,3,positive,1879,3,910,6,1,3,"00:11:11,212","00:11:18,426"
WE WON Thank Yes,All,3,positive,1880,0,910,2,1,3,"00:11:01,327","00:11:03,870"
Fantastic I one question : How possible,Monica,6,positive,1880,1,910,3,1,3,"00:11:04,705","00:11:07,624"
Fantastic I one question : How possible,Monica,6,positive,1881,0,910,3,1,3,"00:11:04,705","00:11:07,624"
He like that-that-that Bugs Bunny cartoon Bugs playing positions right instead Bugs first base-Alan second base-Alan third base,Ross,3,positive,1882,2,910,6,1,3,"00:11:11,212","00:11:18,426"
He like that-that-that Bugs Bunny cartoon Bugs playing positions right instead Bugs first base-Alan second base-Alan third base,Ross,3,positive,1883,1,910,6,1,3,"00:11:11,212","00:11:18,426"
I mean it-it like like made us team,Rachel,3,positive,1883,2,910,7,1,3,"00:11:22,056","00:11:25,475"
Well That 's impossible You never Alan,Rachel,3,positive,1883,3,910,12,1,3,"00:11:40,491","00:11:43,910"
Yeah 's uh innate Alan-ness that-that-that adore,Ross,3,positive,1883,4,910,13,1,3,"00:11:44,120","00:11:48,832"
I mean it-it like like made us team,Rachel,3,positive,1884,0,910,7,1,3,"00:11:22,056","00:11:25,475"
Yep sure showed Hassidic jewellers thing two softball,Chandler,3,positive,1884,1,910,8,1,3,"00:11:27,895","00:11:30,522"
Yep sure showed Hassidic jewellers thing two softball,Chandler,3,positive,1885,0,910,8,1,3,"00:11:27,895","00:11:30,522"
Can I ask guys question D'you ever think Alan maybe .. sometimes,Monica,4,neutral,1885,1,910,9,1,3,"00:11:31,857","00:11:36,111"
I dunno little Alan,Monica,4,neutral,1886,0,910,11,1,3,"0:11:39,882","0:11:40,332"
Well That 's impossible You never Alan,Rachel,3,positive,1886,1,910,12,1,3,"00:11:40,491","00:11:43,910"
He like that-that-that Bugs Bunny cartoon Bugs playing positions right instead Bugs first base-Alan second base-Alan third base,Ross,3,positive,1887,1,910,6,1,3,"00:11:11,212","00:11:18,426"
Yeah 's uh innate Alan-ness that-that-that adore,Ross,3,positive,1887,2,910,13,1,3,"00:11:44,120","00:11:48,832"
I personally could gallon Alan,Chandler,3,positive,1887,3,910,14,1,3,"00:11:49,166","00:11:51,376"
Well I great time Learned bake ate great food Åf first A I Åf gotten since seventh grade,Joey,3,positive,1888,0,911,0,8,21,"00:21:14,524","00:21:26,828"
Oh look Acting Beginners Want feel good,Monica,2,negative,1888,1,911,1,8,21,"00:21:23,741","00:21:30,832"
All right let Åf start basics Can anybody tell difference upstage downstage,The Acting Teacher,4,neutral,1889,1,911,4,8,21,"00:21:30,999","00:21:39,299"
All right let Åf start basics Can anybody tell difference upstage downstage,The Acting Teacher,4,neutral,1890,0,911,4,8,21,"00:21:30,999","00:21:39,299"
Yeah stupid idea,Joey,1,negative,1890,1,911,5,8,21,"00:21:45,305","00:21:48,182"
You 're driving crazy,Joey,0,negative,1891,0,913,0,5,10,"00:08:19,123","00:08:21,124"
Okay I 'll stop,Chandler,4,neutral,1891,1,913,1,5,10,"00:08:21,292","00:08:23,084"
