,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
10842,guy need anything cause heading,Joey,4,1933,0
10843,love ice water,Woman,4,1933,1
10844,got,Joey,4,1933,2
10845,hey waiter,Customer,4,1934,1
10846,yeah,Joey,4,1934,2
10847,reached monica chandler listening message probably screening yeah,Chandler,4,1935,0
10848,hi heldi morgan chase museum,The Museum Official,4,1935,1
10849,calling monica geller,The Museum Official,4,1935,2
10850,want let know cancellation still interested wedding facility available,The Museum Official,4,1935,3
10851,chandler bing chandler bing yes groom groom,Chandler,6,1935,4
10852,thank,Monica,4,1936,0
10853,thanks,Phoebe,4,1936,1
10854,ca believe like worst night ever,Monica,0,1936,2
10855,monica minor setback relationship chandler big deal chandler,Phoebe,4,1936,3
10856,crazy mean stupid argument even wan na see richard,Monica,5,1936,4
10857,go fix,Phoebe,4,1936,5
10858,go find chandler,Phoebe,4,1936,6
10859,probably room,Phoebe,5,1936,7
10860,tell sorry love,Phoebe,0,1936,8
10861,right phoebe right thank,Monica,3,1936,9
10862,sure yeah la vega number one,Phoebe,3,1936,10
10863,anybody lose,Monica,4,1936,11
10864,anybody lose,Monica,4,1937,0
10865,comin place bet dice double nothin pay front line,The Croupier,3,1937,1
10866,hmm,Monica,4,1937,2
10867,remember duck food,Rachel,4,1938,0
10868,yeah guy apartment sink,Phoebe,6,1938,1
10869,going london,Rachel,4,1938,2
10870,mean going london,Phoebe,6,1938,3
10871,yeah tell ross love,Rachel,4,1938,4
10872,honey take care baby get back,Rachel,4,1938,5
10873,rachel go ross love emily,Phoebe,2,1938,6
10874,yeah know know know,Rachel,2,1938,7
10875,tell feel,Rachel,5,1938,8
10876,deserves information make informed decision,Rachel,4,1938,9
10877,going,Phoebe,5,1938,10
10878,going hope gon na say yeah love rach,Phoebe,5,1938,11
10879,forget british chippy,Phoebe,5,1938,12
10880,ohh think,Rachel,6,1938,13
10881,love british chippy,Phoebe,5,1938,15
10882,look rachel go gon na mess head ruin wedding,Phoebe,0,1938,16
10883,know late,Phoebe,0,1938,17
10884,missed chance,Phoebe,5,1938,18
10885,sorry know must really hard,Phoebe,5,1938,19
10886,know someone say,Rachel,0,1938,20
10887,ugh like really chase carrying litter,Phoebe,3,1938,21
10888,hey,Phoebe,0,1939,0
10889,hi,Rachel,4,1939,1
10890,right,Phoebe,4,1939,2
10891,think got engaged,Rachel,2,1939,3
10892,oh god,Phoebe,6,1939,4
10893,know gon na ask,Rachel,3,1939,5
10894,kidding,Phoebe,6,1939,6
10895,like one talked,Phoebe,3,1939,7
10896,like think puppet master group,Phoebe,5,1939,8
10897,really think good idea,Rachel,5,1939,9
10898,talked tell puppet master get tired people,Phoebe,4,1939,10
10899,know feel right,Rachel,5,1939,11
10900,two meant together everybody think,Phoebe,6,1939,12
10901,really even ross,Rachel,6,1939,13
10902,especially ross,Phoebe,3,1939,14
10903,go fianc e,Phoebe,3,1939,15
10904,guess,Rachel,4,1939,16
10905,although play sleep,Phoebe,4,1939,17
10906,say surprised,Rachel,4,1939,18
10907,kidding,Phoebe,6,1940,0
10908,like one talked,Phoebe,3,1940,1
10909,like think puppet master group,Phoebe,5,1940,2
10910,especially ross,Phoebe,3,1940,3
10911,oh uh hey pheebs uh know come back later,Joey,4,1940,4
10912,oh uh hey pheebs uh know come back later,Joey,4,1941,0
10913,wow kind uh kind full house guess come back,Ross,6,1941,1
10914,kidding,Phoebe,6,1942,0
10915,like one talked,Phoebe,3,1942,1
10916,like think puppet master group,Phoebe,5,1942,2
10917,wow kind uh kind full house guess come back,Ross,6,1942,3
10918,go fianc e,Phoebe,3,1942,4
10919,oh unfortunate,Phoebe,5,1943,0
10920,cute naked guy really starting put weight,Phoebe,3,1943,2
10921,moved,Phoebe,3,1943,3
10922,hey gon na tell sister live anymore,Ross,4,1943,4
10923,think level already know,Phoebe,4,1943,5
10924,cute naked guy really starting put weight,Phoebe,3,1944,0
10925,okay back minute oh phoebe sorry left lipstick mark phone,Monica,4,1944,1
10926,leave lipstick mark phone,Phoebe,4,1944,2
10927,oh must bye,Monica,4,1944,3
10928,moved,Phoebe,3,1944,4
10929,night mon night julio,Jeannine,4,1945,0
10930,adi,Julio,4,1945,1
10931,adi,Julio,4,1946,0
10932,look julio someone left book,Monica,6,1946,1
10933,ah actually mine,Julio,4,1946,2
10934,oh yeah reading,Monica,4,1946,3
10935,flower evil beaudalire read,Julio,4,1946,4
10936,read enjoying,Monica,4,1946,5
10937,thought would translation good,Julio,4,1946,6
10938,poet know,Monica,4,1946,7
10939,actually ah poet,Julio,4,1946,8
10940,oh know um kind thing write,Monica,4,1946,9
10941,thing move shadow tree child laughing lip,Julio,4,1946,10
10942,mine right,Monica,4,1946,11
10943,write epic poem lip,Julio,3,1946,12
10944,would go well rhyme liked,Monica,3,1946,13
10945,last stop montreal stop montreal,The Conductor,4,1947,0
10946,made bet beautiful eye see win,Woman On Train,4,1948,1
10947,stop would like coffee,Woman On Train,4,1948,3
10948,really montreal,Ross,6,1948,4
10949,yes coffee,Woman On Train,4,1948,5
10950,coffee sound great wait live montreal,Ross,4,1948,6
10951,oh two hour ferry ride nova scotia,Woman On Train,4,1948,7
10952,okay batch,Monica,4,1949,0
10953,oh maybe taste little like grandmother,Monica,0,1949,1
10954,little bit orange peel nutmeg,Monica,4,1949,2
10955,let give shot,Ross,4,1949,3
10956,let give shot,Ross,4,1950,0
10957,oh like bake sale,Phoebe,6,1950,1
10958,okay batch,Monica,4,1951,0
10959,oh maybe taste little like grandmother,Monica,0,1951,1
10960,little bit orange peel nutmeg,Monica,4,1951,2
10961,oh like bake sale,Phoebe,6,1951,3
10962,friday night,Monica,4,1951,4
10963,would,Phoebe,4,1952,0
10964,would ate candy bar,Joey,0,1952,1
10965,oh god hate job hate hate job hate,Rachel,1,1953,0
10966,know honey sorry,Monica,5,1953,1
10967,oh wan na quit think stick think would person stay demeaning job remotely related field interested,Rachel,5,1953,2
10968,gee know rach order got yentel soup james bean howdy hold dowdy,Monica,3,1953,3
10969,oh honey come sorry,Rachel,5,1953,4
10970,mind paying due much gon na learn fashion walking mira arthritic seamstress bathroom,Rachel,1,1953,5
10971,hi misery amusing,Rachel,0,1953,6
10972,oh well going go back talking friend,Rachel,3,1953,7
10973,go back enjoying little hamburger,Rachel,3,1953,8
10974,oh honey come sorry,Rachel,5,1954,0
10975,mind paying due much gon na learn fashion walking mira arthritic seamstress bathroom,Rachel,1,1954,1
10976,hi misery amusing,Rachel,0,1954,2
10977,sorry wa wa ah,Guy,2,1954,3
10978,funny actually job,Rachel,0,1954,4
10979,oh believe sort mannequin head mannequin plus,Guy,4,1954,5
10980,oh well going go back talking friend,Rachel,3,1954,6
10981,go back enjoying little hamburger,Rachel,3,1954,7
10982,ah one thing,Guy,4,1954,8
10983,yes,Rachel,3,1954,9
10984,ah work,Guy,4,1954,10
10985,want pickle,Rachel,4,1954,11
10986,think yesterday daily news,Phoebe,4,1955,0
10987,wan na check horoscope see right,Phoebe,4,1955,2
10988,oh god,Monica,6,1955,3
10989,phoebe,Monica,4,1955,4
10990,look behind u guy potential break heart plunge u pit depression,Monica,4,1955,5
10991,ooh come momma,Phoebe,3,1955,6
10992,coming cool cool cool,Monica,0,1955,7
10993,something whistle,Phoebe,3,1955,8
10994,going whistle,Monica,0,1955,9
10995,come,Phoebe,4,1955,10
10996,ca believe,Phoebe,6,1955,16
10997,hi umm monica geller chef alessandro,Monica,4,1956,0
10998,still,The Food Critic,6,1956,1
10999,think thing said really unfair would like give bouillabaisse another chance,Monica,4,1956,2
11000,see reason would,The Food Critic,3,1956,3
11001,spoon think,Monica,3,1956,4
11002,torn integrity desire avoid beating must honest soap abysmal,The Food Critic,1,1956,5
11003,see reason would,The Food Critic,3,1957,0
11004,either eat,Joey,0,1957,1
11005,torn integrity desire avoid beating must honest soap abysmal,The Food Critic,1,1957,2
11006,thata girl huh get new class comin,Joey,3,1957,3
11007,either eat,Joey,0,1958,0
11008,spoon think,Monica,3,1958,1
11009,thata girl huh get new class comin,Joey,3,1959,0
11010,welcome introduction cooking start anyone tell difference hollandaise sauce bearnaise sauce,The Cooking Teacher,4,1959,1
11011,welcome introduction cooking start anyone tell difference hollandaise sauce bearnaise sauce,The Cooking Teacher,4,1960,0
11012,okay go ahead,The Cooking Teacher,4,1960,2
11013,well umm egg yolk butter base bearnaise shallot shirvel importantly tarragon,Monica,4,1960,3
11014,good name,The Cooking Teacher,4,1960,4
11015,monica,Monica,4,1960,5
11016,monica go head class,The Cooking Teacher,4,1960,6
11017,okay,Monica,3,1960,7
11018,country called argentinaaaa place never seeeeen,Phoebe,4,1961,0
11019,told fifty peso buy human spleen,Phoebe,4,1961,1
11020,human spleeeen,Phoebe,4,1961,2
11021,ol,Phoebe,3,1961,3
11022,well said customer lined street entertain,Phoebe,3,1961,5
11023,great,Monica,3,1961,6
11024,yeah,Phoebe,3,1961,7
11025,really great know people must seen play requesting bunch song,Phoebe,3,1961,8
11026,yeah suck shut go home,Phoebe,3,1961,9
11027,listen phoebe,Monica,3,1961,10
11028,yeah,Phoebe,4,1961,11
11029,know much love listening music know,Monica,4,1961,12
11030,kind classy place,Monica,4,1961,14
11031,ok say,Phoebe,4,1961,15
11032,bored stupid rain ca anything,Joey,5,1962,0
11033,well brought book could read,Rachel,4,1962,1
11034,hey come yet,Joey,3,1962,2
11035,hey hey hey mind,Joey,3,1962,3
11036,hey rach feel like going convention,Joey,4,1962,4
11037,ca pharmacist,Rachel,5,1962,5
11038,know frank medeio eva trorro womba,Joey,4,1962,6
11039,kate miller,Rachel,4,1962,7
11040,kate miller,Joey,4,1962,8
11041,sex gon na weekend,Rachel,3,1962,9
11042,case make sure real good,Joey,4,1962,10
11043,thank,Rachel,4,1962,11
11044,hey come yet,Joey,3,1963,0
11045,hey hey hey mind,Joey,3,1963,1
11046,sorry sir pharmaceutical convention,Waiter,4,1963,2
11047,hey rach feel like going convention,Joey,4,1963,3
11048,oh god,Chandler,6,1964,0
11049,heard pant sorry,Monica,5,1964,1
11050,okay everything wrapped think gon na go laundry,Monica,4,1964,2
11051,oh yeah shirt dirty yep,Chandler,4,1964,3
11052,heard pant sorry,Monica,5,1965,0
11053,year supposed great,Ross,0,1965,1
11054,second day loser stupid leather pant even fit,Ross,1,1965,2
11055,look,Ross,0,1965,3
11056,hey hey look look ross ben drew picture huh cowboy,Monica,3,1965,4
11057,oh leather pant,Ross,5,1965,5
11058,see ben think loser think cowboy something,Monica,3,1965,6
11059,maybe get another pair,Ross,3,1965,7
11060,ooh fringe side,Ross,3,1965,8
11061,gon na go kiss ben goodnight,Ross,3,1965,9
11062,ca believe think cowboy,Ross,3,1965,10
11063,would make good cowboy,Ross,3,1965,11
11064,okay everything wrapped think gon na go laundry,Monica,4,1965,12
11065,year supposed great,Ross,0,1966,0
11066,second day loser stupid leather pant even fit,Ross,1,1966,1
11067,loser,All,5,1966,2
11068,look,Ross,0,1966,3
11069,maybe get another pair,Ross,3,1966,4
11070,ooh fringe side,Ross,3,1966,5
11071,gon na go kiss ben goodnight,Ross,3,1966,6
11072,ca believe think cowboy,Ross,3,1966,7
11073,would make good cowboy,Ross,3,1966,8
11074,see ben think loser think cowboy something,Monica,3,1967,0
11075,really something really cool,Rachel,3,1967,1
11076,really something really cool,Rachel,3,1968,0
11077,howdy partner,Joey,3,1968,1
11078,year supposed great,Ross,0,1969,0
11079,second day loser stupid leather pant even fit,Ross,1,1969,1
11080,howdy partner,Joey,3,1969,2
11081,maybe get another pair,Ross,3,1969,3
11082,ooh fringe side,Ross,3,1969,4
11083,gon na go kiss ben goodnight,Ross,3,1969,5
11084,ca believe think cowboy,Ross,3,1969,6
11085,would make good cowboy,Ross,3,1969,7
11086,said would never,Ross,0,1970,0
11087,oh yeah,Chandler,6,1970,1
11088,great nap,Joey,4,1971,0
11089,really,Ross,4,1971,1
11090,uh gay number close friend,Joey,3,1971,2
11091,uh gay number close friend,Joey,3,1972,0
11092,let talk woman sure female reader interested know romantic life,The Interviewer,4,1972,1
11093,look woman say hey doin,Joey,4,1972,2
11094,look woman say hey doin,Joey,4,1973,0
11095,oh please,Phoebe,1,1973,1
11096,hey doin,Joey,4,1973,2
11097,hey mikey,Phoebe,4,1974,0
11098,hey p,Mike,4,1974,1
11099,setting rattrap,Mike,4,1974,3
11100,kill bob,Phoebe,6,1974,4
11101,test neck strength,Mike,4,1974,5
11102,mike want kill,Phoebe,0,1974,6
11103,thought gon na capture know set free country side maybe meet friendly possom wisecracking owl,Phoebe,5,1974,7
11104,ok ok throw away trap,Mike,4,1974,8
11105,find bob get,Phoebe,4,1974,9
11106,bob,Phoebe,2,1974,10
11107,bob,Phoebe,5,1974,11
11108,robert,Phoebe,0,1974,12
11109,oh wait think hear,Phoebe,4,1974,13
11110,oh oh god,Phoebe,6,1974,14
11111,bob baby,Phoebe,6,1974,15
11112,bob mom,Phoebe,6,1974,16
11113,better think new name,Mike,4,1974,17
11114,know kinda like bob girl,Phoebe,4,1974,18
11115,know mean sure,Mike,4,1974,19
11116,oh god killed bob,Phoebe,5,1974,20
11117,maybe bob maybe mouse,Mike,4,1974,21
11118,suzie,Phoebe,4,1974,22
11119,hmmm soup,Joey,3,1975,0
11120,joey ross gon na second would mind watching ben use lady room,Carol,4,1975,1
11121,oh yeah problem,Joey,4,1975,2
11122,thanks,Carol,4,1975,3
11123,hi ben wan na actor huh got ta tell ya picnic ton rejection,Joey,5,1975,4
11124,hi ben wan na actor huh got ta tell ya picnic ton rejection,Joey,5,1976,0
11125,joey,Ross,6,1976,1
11126,one wanted invite party,Monica,6,1977,0
11127,yeah waited last minute,Rachel,0,1977,1
11128,said yes would know nothing better wait around invitation stupid party,Rachel,0,1977,2
11129,said,Rachel,0,1977,3
11130,put,Rachel,4,1977,4
11131,great ball court,Monica,0,1977,5
11132,ball ball,Rachel,0,1977,6
11133,oh hey rach thought said seven,Danny,6,1978,0
11134,yeah uh uh let skip,Rachel,4,1978,1
11135,umm sister seem umm special bond,Rachel,4,1978,3
11136,oh great,Danny,0,1978,4
11137,brother,Danny,4,1978,5
11138,two sister one masculine energy,Rachel,4,1978,6
11139,close,Danny,4,1978,7
11140,nice people,Rachel,4,1978,8
11141,okay listen really like,Danny,4,1978,9
11142,okay,Danny,4,1978,10
11143,think go somewhere,Danny,4,1978,11
11144,close family gon na let stand way u,Danny,4,1978,12
11145,well uh know see put way sort,Rachel,4,1978,13
11146,yeah okay see later,Rachel,4,1978,15
11147,well uh know see put way sort,Rachel,4,1979,0
11148,danny hurry bath getting cold,Krista,4,1979,1
11149,oh great,Danny,0,1980,0
11150,brother,Danny,4,1980,1
11151,okay listen really like,Danny,4,1980,2
11152,okay,Danny,4,1980,3
11153,think go somewhere,Danny,4,1980,4
11154,close family gon na let stand way u,Danny,4,1980,5
11155,danny hurry bath getting cold,Krista,4,1980,6
11156,oh awful,Rachel,5,1981,1
11157,even realise late noticed clock shadow head,Ross,4,1982,0
11158,anyway want stay,Ross,5,1982,1
11159,called cab left,Ross,4,1982,2
11160,wrote letter,Rachel,4,1982,3
11161,ohh thank like mail,Ross,3,1982,4
11162,thing thinking,Rachel,4,1982,5
11163,thing u even think two u getting back together need know feel stuff,Rachel,4,1982,6
11164,okay wow morning better get cracking baby,Ross,4,1982,7
11165,well waiting come done,Rachel,4,1982,8
11166,okay page front back exciting,Ross,3,1982,9
11167,waiter carried breadstick pant,Monica,0,1983,0
11168,well said except,Allesandro,4,1983,1
11169,right retract,Monica,4,1983,2
11170,stand review know food,Monica,1,1983,3
11171,marinara sauce tasted like tomato juice,Monica,1,1983,4
11172,serve vodka piece celery,Monica,1,1983,5
11173,hey proud sauce delicious,Allesandro,0,1983,6
11174,oh god italian restaurant think taste good even,Monica,6,1983,7
11175,lebanon,Allesandro,4,1983,8
11176,hand tomato gon na show taste like come hand,Monica,0,1983,9
11177,long gon na take cause got another critic go yell,Allesandro,4,1983,10
11178,okay happened,Phoebe,4,1984,0
11179,ohh get turn,Phoebe,0,1984,1
11180,hey pheebs going,Ross,4,1984,2
11181,nothing,Phoebe,0,1984,3
11182,night writing really nasty letter emily perfect covered actually thanks,Ross,5,1984,6
11183,night writing really nasty letter emily perfect covered actually thanks,Ross,5,1985,0
11184,right everybody ready go movie,Joey,4,1985,1
11185,uh actually think gon na skip,Ross,5,1985,2
11186,really,Joey,6,1985,3
11187,yeah gon na stay read book wan na alone right,Ross,5,1985,4
11188,oh sure want come tom hank meg ryan get mail stuff,Joey,4,1985,5
11189,okay joe,Ross,4,1985,6
11190,right let go pheebs,Joey,4,1985,7
11191,oh god,Ross,6,1985,8
11192,amazing,Chandler,3,1986,0
11193,know,Monica,4,1986,1
11194,hey realize may changed life forever,Monica,3,1986,2
11195,may started family,Monica,3,1986,3
11196,nine month baby,Monica,3,1986,4
11197,got bucket,Chandler,4,1986,5
11198,ross got ta stop okay stare peep hole three hour gon na get peep eye,Chandler,0,1987,0
11199,knew,Ross,6,1987,1
11200,knew,Ross,0,1987,2
11201,always knew liked,Ross,0,1987,3
11202,say,Ross,0,1987,4
11203,right,Ross,4,1987,5
11204,broke first thing,Ross,0,1987,6
11205,break,Chandler,4,1987,7
11206,hey like three week,Ross,0,1987,8
11207,slept somebody three hour thought broke mean bullet left gun slower,Chandler,1,1987,9
11208,hey uh something wanted talk,Ross,4,1988,0
11209,oh yeah,Rachel,3,1988,1
11210,well trying work thing emily,Ross,3,1988,2
11211,well one okay go,Ross,4,1988,3
11212,made promise oh hey,Ross,6,1988,4
11213,nose bleeding,Ross,6,1988,6
11214,oh god,Rachel,5,1988,7
11215,oh,Rachel,0,1988,9
11216,happened grandfather died,Rachel,5,1988,10
11217,ugh,Rachel,1,1988,11
11218,sorry,Rachel,5,1988,12
11219,oh okay sorry want tell,Rachel,4,1988,13
11220,umm,Ross,4,1988,14
11221,sorry sorry,Rachel,5,1988,15
11222,okay uh ca see anymore,Ross,5,1988,16
